concept_id
1830327
1830328
1830329
1830330
1830331
1830332
1830333
1830334
1830335
1830336
2930177
2930178
2930179
21027300
21027301
21027302
21027303
21047000
21047001
21047002
21056729
21066570
21066571
21066572
21066573
21086194
21086195
21095990
21095991
21095992
21115642
21115643
21145068
21145069
21155006
21164841
21174563
21174564
35898357
35898358
35898359
35898360
36035211
36035212
36035213
36066766
36066767
36246386
36246387
36246388
36246389
36928673
36930517
36938923
36939403
36943991
36948376
36962145
36964869
43014237
43014238
43014239
43014240
43014241
43014242
43014243
43014244
43014245
43014246
43014247
43014248
43014249
43014250
43014251
43014252
43014253
43014254
43014255
43258478
43280246
43285707
43296480
44101257
44101258
44114102
44114103
