concept_id
1235349
1560076
1560077
1560078
1560079
1560081
1560082
1560083
1560084
1560085
1829796
1829797
1829798
21041342
21041343
21041344
21051153
21051154
21051155
21060948
21060949
21060950
21060951
21070915
21080573
21080574
21090324
21100249
21100250
21110077
21110078
21110079
21119805
21129588
21139473
21139474
21149330
21149331
21149332
21149333
21159260
21169052
21169054
21169055
35605551
35605552
35605554
35605555
35605556
35745752
35749491
35754729
35757504
35762188
35767145
35770064
35774329
35775118
36243625
36243626
36243647
36243648
36248152
36248153
36248154
36248155
36248535
36248536
36248578
36248579
36248699
36248700
36248701
36248702
36248760
36248761
36248762
36248763
36258815
36783445
36783446
36783447
36783448
36783449
36783450
36783451
36788480
36788481
36788482
36788483
36788484
36788485
36788486
36893513
36930840
36960592
36968284
40746929
40746930
40746931
40746932
40837080
40879056
41118016
41315791
42874220
42874221
42874222
42874223
42874224
42874225
42874226
43147024
43149972
43149973
43149974
43149975
43149976
43158209
43169085
43172104
43180174
43191063
43191064
43205025
43212957
43254640
43265387
43270867
44037965
44089712
44102713
44168922
44177571
45774767
45774768
45774770
45774771
45774772
45892113
45892114
45892116
45892117
45892118
45892973
45892974
45892976
45892977
45892978
